gmina_code,population,share_75_plus,single_senior_households,home_oxygen_patients,dialysis_patients,disability_share,care_facility_pressure,children_facilities,electric_heating_pct,no_alt_heat_buildings_pct,energy_poverty_pct,remote_rurality,telecom_gap_pct,rescue_travel_time_min,vulnerable_population_est,share_75_plus_norm,single_senior_households_norm,home_oxygen_patients_norm,dialysis_patients_norm,disability_share_norm,care_facility_pressure_norm,children_facilities_norm,electric_heating_pct_norm,no_alt_heat_buildings_pct_norm,energy_poverty_pct_norm,remote_rurality_norm,telecom_gap_pct_norm,rescue_travel_time_min_norm,iwl_score
2013001,5372,0.1441,0.0967,5,2,0.1437,0.6441,0,0.2472,0.2679,0.1254,0.9611,0.2855,37.4,972,0.5577,0.6097,0.0505,0.0526,0.604,0.7798,0.0,0.7098,0.4575,0.4166,0.9611,0.7349,0.5735,84.68
1420001,8288,0.1369,0.093,8,1,0.1096,0.316,2,0.2669,0.4406,0.1474,0.8253,0.2861,50.5,1439,0.5172,0.5821,0.0808,0.0263,0.4054,0.3826,0.037,0.7713,0.7896,0.4996,0.8253,0.7364,0.8053,84.65
2017003,13571,0.1249,0.0911,14,5,0.1106,0.3267,3,0.2707,0.4352,0.1489,0.9156,0.1592,57.6,2284,0.4496,0.5679,0.1414,0.1316,0.4112,0.3955,0.0556,0.7832,0.7792,0.5053,0.9156,0.4098,0.931,84.6
1413006,15601,0.1432,0.0789,4,4,0.1799,0.2051,4,0.2107,0.3673,0.1729,0.9407,0.2493,55.2,3298,0.5526,0.4769,0.0404,0.1053,0.8148,0.2483,0.0741,0.5958,0.6487,0.5958,0.9407,0.6417,0.8885,84.59
1424005,5791,0.1589,0.1083,6,1,0.1719,0.3601,1,0.2192,0.3276,0.0951,0.7819,0.2802,51.5,1081,0.641,0.6963,0.0606,0.0263,0.7682,0.436,0.0185,0.6223,0.5723,0.3023,0.7819,0.7212,0.823,84.59
2005006,8805,0.1688,0.0976,5,4,0.1443,0.0,3,0.2997,0.3852,0.082,1.0,0.3008,44.8,1559,0.6967,0.6164,0.0505,0.1053,0.6075,0.0,0.0556,0.8738,0.6831,0.2528,1.0,0.7743,0.7044,84.58
1413003,7849,0.1482,0.1083,7,1,0.1568,0.2469,4,0.1607,0.4156,0.1682,1.0,0.2557,47.4,1606,0.5808,0.6963,0.0707,0.0263,0.6803,0.2989,0.0741,0.4396,0.7415,0.5781,1.0,0.6582,0.7504,84.52
1439003,6277,0.1902,0.0414,5,5,0.1563,0.1403,2,0.2644,0.4024,0.1675,1.0,0.2047,54.3,1430,0.8171,0.197,0.0505,0.1316,0.6773,0.1699,0.037,0.7635,0.7162,0.5755,1.0,0.5269,0.8726,84.51
3023005,54183,0.1801,0.102,46,12,0.1471,0.1653,16,0.1356,0.1802,0.1752,0.9229,0.18,34.7,12011,0.7603,0.6493,0.4646,0.3158,0.6238,0.2001,0.2963,0.3611,0.2888,0.6045,0.9229,0.4633,0.5257,84.5
0617007,1800,0.1726,0.0881,1,0,0.1045,0.4405,0,0.3111,0.38,0.1409,0.9411,0.2275,40.4,339,0.7181,0.5455,0.0101,0.0,0.3757,0.5333,0.0,0.9094,0.6731,0.4751,0.9411,0.5856,0.6265,84.47
2004002,3769,0.1663,0.1085,0,0,0.1198,0.2704,0,0.1765,0.4024,0.2071,0.9955,0.2566,50.0,814,0.6826,0.6978,0.0,0.0,0.4648,0.3274,0.0,0.4889,0.7162,0.7249,0.9955,0.6605,0.7965,84.46
0623001,19676,0.151,0.0741,8,6,0.1486,0.2349,5,0.2866,0.3927,0.1398,1.0,0.1984,43.8,3771,0.5965,0.441,0.0808,0.1579,0.6325,0.2844,0.0926,0.8329,0.6975,0.4709,1.0,0.5107,0.6867,84.42
2806003,2535,0.1821,0.0785,4,0,0.1205,0.1893,1,0.2811,0.3598,0.1544,0.922,0.2675,53.8,521,0.7715,0.4739,0.0404,0.0,0.4688,0.2292,0.0185,0.8157,0.6342,0.526,0.922,0.6885,0.8637,84.42
2802003,11265,0.1332,0.1124,5,2,0.1777,0.1195,2,0.2506,0.407,0.1439,0.9393,0.2173,46.0,2181,0.4963,0.7269,0.0505,0.0526,0.802,0.1447,0.037,0.7204,0.725,0.4864,0.9393,0.5593,0.7257,84.41
0612001,13203,0.1605,0.0666,7,5,0.1627,0.5871,4,0.2247,0.3745,0.1214,1.0,0.1842,41.1,2570,0.65,0.3851,0.0707,0.1316,0.7146,0.7108,0.0741,0.6395,0.6625,0.4015,1.0,0.4741,0.6389,84.4
2802004,3725,0.1433,0.072,5,0,0.1792,0.4749,2,0.2388,0.3652,0.1611,0.8741,0.2075,50.7,772,0.5532,0.4254,0.0505,0.0,0.8107,0.5749,0.037,0.6835,0.6446,0.5513,0.8741,0.5341,0.8088,84.36
2008002,7153,0.1748,0.0596,9,3,0.1515,0.2944,2,0.2409,0.3739,0.1629,1.0,0.2315,46.4,1545,0.7304,0.3328,0.0909,0.0789,0.6494,0.3564,0.037,0.6901,0.6613,0.5581,1.0,0.5959,0.7327,84.36
0605005,6371,0.1554,0.0972,2,2,0.1357,0.413,1,0.1992,0.2948,0.1706,1.0,0.2933,48.6,1285,0.6213,0.6134,0.0202,0.0526,0.5574,0.5,0.0185,0.5598,0.5092,0.5872,1.0,0.755,0.7717,84.27
1438004,8263,0.1253,0.1042,6,1,0.0882,0.3108,5,0.2187,0.3657,0.2164,0.9657,0.2601,60.0,1546,0.4519,0.6657,0.0606,0.0263,0.2807,0.3763,0.0926,0.6207,0.6456,0.76,0.9657,0.6695,0.9735,84.23
0605006,6989,0.1668,0.086,3,0,0.168,0.2904,3,0.2359,0.29,0.1951,1.0,0.2299,43.3,1600,0.6854,0.5299,0.0303,0.0,0.7455,0.3516,0.0556,0.6745,0.5,0.6796,1.0,0.5918,0.6779,84.08
2014003,8750,0.1764,0.0914,5,2,0.125,0.1301,2,0.323,0.2348,0.201,1.0,0.2481,38.2,1942,0.7394,0.5701,0.0505,0.0526,0.495,0.1575,0.037,0.9466,0.3938,0.7019,1.0,0.6386,0.5876,84.06
1420006,5904,0.1569,0.1111,1,2,0.1399,0.2436,2,0.238,0.3532,0.1615,1.0,0.2446,41.6,1182,0.6297,0.7172,0.0101,0.0526,0.5818,0.2949,0.037,0.681,0.6215,0.5528,1.0,0.6296,0.6478,84.01
1401001,15484,0.1711,0.1026,12,3,0.1374,0.0,4,0.2352,0.3388,0.1533,1.0,0.2445,50.9,3166,0.7096,0.6537,0.1212,0.0789,0.5673,0.0,0.0741,0.6723,0.5938,0.5219,1.0,0.6293,0.8124,83.95
1203006,31675,0.1086,0.092,18,4,0.134,0.5421,12,0.2134,0.2839,0.1671,0.9904,0.1867,52.1,5516,0.3579,0.5746,0.1818,0.1053,0.5475,0.6563,0.2222,0.6042,0.4883,0.574,0.9904,0.4806,0.8336,83.89
0613002,10263,0.1909,0.086,7,2,0.1265,0.4,1,0.2299,0.2439,0.1754,1.0,0.2271,44.9,2261,0.821,0.5299,0.0707,0.0526,0.5038,0.4843,0.0185,0.6557,0.4113,0.6053,1.0,0.5846,0.7062,83.82
2809001,3926,0.1571,0.1022,3,4,0.1349,0.2079,1,0.2543,0.3363,0.1743,1.0,0.2237,43.4,805,0.6308,0.6507,0.0303,0.1053,0.5527,0.2517,0.0185,0.732,0.589,0.6011,1.0,0.5758,0.6796,83.79
2011005,6571,0.1892,0.0852,3,0,0.0908,0.3961,3,0.2261,0.3093,0.1873,0.9488,0.2176,59.2,1387,0.8115,0.5239,0.0303,0.0,0.2959,0.4795,0.0556,0.6439,0.5371,0.6502,0.9488,0.5601,0.9593,83.77
2004001,3928,0.1704,0.1158,3,0,0.1034,0.0,0,0.2468,0.439,0.1862,1.0,0.2423,46.7,805,0.7057,0.7522,0.0303,0.0,0.3692,0.0,0.0,0.7085,0.7865,0.646,1.0,0.6237,0.7381,83.68
1417005,5023,0.1316,0.1341,7,2,0.1055,0.0945,0,0.2505,0.3939,0.193,0.8677,0.262,44.0,945,0.4873,0.8888,0.0707,0.0526,0.3815,0.1144,0.0,0.7201,0.6998,0.6717,0.8677,0.6744,0.6903,83.65
1425001,15585,0.108,0.1056,16,1,0.1098,0.1402,7,0.2385,0.3125,0.2276,1.0,0.2871,50.8,2960,0.3545,0.6761,0.1616,0.0263,0.4065,0.1697,0.1296,0.6826,0.5433,0.8023,1.0,0.739,0.8106,83.56
2215003,13007,0.1454,0.1216,8,2,0.1673,0.6331,7,0.1898,0.3455,0.067,1.0,0.1825,35.3,2160,0.565,0.7955,0.0808,0.0526,0.7414,0.7665,0.1296,0.5305,0.6067,0.1962,1.0,0.4698,0.5363,83.55
1410004,4310,0.1078,0.0877,4,2,0.1603,0.4381,0,0.28,0.3758,0.1396,1.0,0.2843,34.7,744,0.3534,0.5425,0.0404,0.0526,0.7006,0.5304,0.0,0.8122,0.665,0.4702,1.0,0.7318,0.5257,83.51
1411007,11598,0.1505,0.0806,7,3,0.1332,0.5419,3,0.2724,0.247,0.1397,0.8411,0.238,50.3,2158,0.5937,0.4896,0.0707,0.0789,0.5428,0.6561,0.0556,0.7885,0.4173,0.4706,0.8411,0.6126,0.8018,83.47
2807002,5281,0.1562,0.0932,5,0,0.099,0.0922,0,0.2986,0.3977,0.1832,0.9485,0.3258,38.9,1028,0.6258,0.5836,0.0505,0.0,0.3436,0.1116,0.0,0.8704,0.7071,0.6347,0.9485,0.8386,0.6,83.47
2411001,12300,0.151,0.0972,9,3,0.1043,0.3386,3,0.1989,0.2441,0.2034,1.0,0.2781,55.7,2483,0.5965,0.6134,0.0909,0.0789,0.3745,0.4099,0.0556,0.5589,0.4117,0.7109,1.0,0.7158,0.8973,83.45
1429002,7457,0.1709,0.0944,4,1,0.1483,0.122,3,0.2426,0.3572,0.2027,1.0,0.2528,33.7,1697,0.7085,0.5925,0.0404,0.0263,0.6308,0.1477,0.0556,0.6954,0.6292,0.7083,1.0,0.6507,0.508,83.41
1404006,4525,0.1046,0.0921,5,1,0.1701,0.5371,1,0.206,0.369,0.1722,0.9759,0.2203,46.5,847,0.3354,0.5754,0.0505,0.0263,0.7577,0.6502,0.0185,0.5811,0.6519,0.5932,0.9759,0.5671,0.7345,83.27
1442007,13026,0.1121,0.1137,10,4,0.1581,0.4582,1,0.2319,0.2283,0.1484,0.8763,0.2467,48.8,2311,0.3776,0.7366,0.101,0.1053,0.6878,0.5547,0.0185,0.662,0.3813,0.5034,0.8763,0.635,0.7752,83.26
3202006,4460,0.1633,0.0748,2,1,0.1306,0.1204,1,0.2727,0.3311,0.2417,0.8722,0.2596,48.9,1038,0.6657,0.4463,0.0202,0.0263,0.5277,0.1458,0.0185,0.7894,0.579,0.8555,0.8722,0.6682,0.777,83.25
0623002,21519,0.1293,0.0985,15,10,0.0891,0.3189,5,0.2816,0.312,0.154,0.9238,0.2481,38.6,3551,0.4744,0.6231,0.1515,0.2632,0.286,0.3861,0.0926,0.8172,0.5423,0.5245,0.9238,0.6386,0.5947,83.21
1408004,17342,0.1589,0.0617,9,0,0.1226,0.4963,3,0.2606,0.3313,0.1513,0.9155,0.2559,49.8,3318,0.641,0.3485,0.0909,0.0,0.4811,0.6008,0.0556,0.7516,0.5794,0.5143,0.9155,0.6587,0.7929,83.18
1439006,13119,0.131,0.0893,10,5,0.1232,0.439,1,0.2843,0.2466,0.1452,0.9265,0.2587,46.2,2287,0.484,0.5545,0.101,0.1316,0.4846,0.5315,0.0185,0.8257,0.4165,0.4913,0.9265,0.6659,0.7292,83.13
1406001,5643,0.1429,0.0512,1,1,0.1678,0.3097,3,0.301,0.4315,0.164,1.0,0.231,38.3,1147,0.5509,0.2701,0.0101,0.0263,0.7443,0.3749,0.0556,0.8779,0.7721,0.5623,1.0,0.5946,0.5894,83.12
1013005,5424,0.1421,0.0772,6,1,0.1474,0.6475,2,0.2006,0.2674,0.1837,1.0,0.2685,39.7,1109,0.5464,0.4642,0.0606,0.0263,0.6255,0.7839,0.037,0.5642,0.4565,0.6366,1.0,0.6911,0.6142,83.12
2806002,9113,0.1706,0.0721,4,2,0.1555,0.2683,1,0.1766,0.4225,0.1816,1.0,0.2831,39.9,2019,0.7068,0.4261,0.0404,0.0526,0.6727,0.3248,0.0185,0.4892,0.7548,0.6287,1.0,0.7287,0.6177,83.07
1407002,12925,0.1657,0.0837,14,1,0.1581,0.0853,1,0.2283,0.2964,0.2049,1.0,0.2751,39.3,2967,0.6792,0.5127,0.1414,0.0263,0.6878,0.1033,0.0185,0.6507,0.5123,0.7166,1.0,0.7081,0.6071,83.03
2008005,7049,0.1042,0.1169,5,0,0.1486,0.5107,0,0.2184,0.3845,0.0965,1.0,0.2775,45.1,1047,0.3331,0.7604,0.0505,0.0,0.6325,0.6183,0.0,0.6198,0.6817,0.3075,1.0,0.7143,0.7097,82.98
0610005,14329,0.1417,0.0791,13,8,0.1562,0.0,3,0.2451,0.3312,0.1943,1.0,0.2365,45.8,3034,0.5442,0.4784,0.1313,0.2105,0.6768,0.0,0.0556,0.7032,0.5792,0.6766,1.0,0.6088,0.7221,82.94
1428007,14983,0.1462,0.1111,14,4,0.1135,0.394,4,0.2281,0.278,0.1883,0.8821,0.2612,30.9,2946,0.5695,0.7172,0.1414,0.1053,0.4281,0.477,0.0741,0.6501,0.4769,0.654,0.8821,0.6723,0.4584,82.92
2811006,11476,0.1351,0.0863,9,3,0.0786,0.5283,4,0.2381,0.3725,0.1503,0.9737,0.2851,45.2,1870,0.507,0.5321,0.0909,0.0789,0.2248,0.6396,0.0741,0.6813,0.6587,0.5106,0.9737,0.7338,0.7115,82.92
2016005,11677,0.1496,0.0984,9,1,0.117,0.5164,3,0.1818,0.3587,0.141,0.9492,0.2379,51.0,2107,0.5886,0.6224,0.0909,0.0263,0.4485,0.6252,0.0556,0.5055,0.6321,0.4755,0.9492,0.6124,0.8142,82.91
2821002,3377,0.1533,0.1026,1,0,0.1735,0.3163,1,0.2856,0.3298,0.1267,0.7357,0.295,31.7,661,0.6095,0.6537,0.0101,0.0,0.7775,0.3829,0.0185,0.8297,0.5765,0.4215,0.7357,0.7593,0.4726,82.91
2802001,22737,0.1895,0.0798,14,5,0.1327,0.0,2,0.278,0.3132,0.1438,1.0,0.1939,50.4,4752,0.8132,0.4836,0.1414,0.1316,0.5399,0.0,0.037,0.806,0.5446,0.486,1.0,0.4991,0.8035,82.9
1427006,12465,0.1185,0.0945,3,2,0.143,0.3523,4,0.2283,0.3719,0.1529,0.9289,0.2633,52.9,2203,0.4136,0.5933,0.0303,0.0526,0.5999,0.4265,0.0741,0.6507,0.6575,0.5204,0.9289,0.6777,0.8478,82.89
2819001,5378,0.1164,0.0745,2,1,0.1016,0.3979,2,0.287,0.3782,0.225,0.9671,0.32,35.9,1022,0.4018,0.444,0.0202,0.0263,0.3588,0.4817,0.037,0.8341,0.6696,0.7925,0.9671,0.8237,0.5469,82.87
2425002,31437,0.1666,0.0898,22,4,0.1645,0.6428,7,0.1921,0.2342,0.1049,0.9199,0.1901,32.1,6035,0.6843,0.5582,0.2222,0.1053,0.7251,0.7782,0.1296,0.5376,0.3927,0.3392,0.9199,0.4893,0.4796,82.82
0601001,6707,0.1227,0.0868,11,2,0.1397,0.4479,2,0.191,0.3639,0.1273,1.0,0.2891,52.4,1135,0.4373,0.5358,0.1111,0.0526,0.5807,0.5423,0.037,0.5342,0.6421,0.4238,1.0,0.7441,0.8389,82.82
0215004,4399,0.1876,0.0923,1,1,0.1689,0.2994,2,0.2175,0.3379,0.1369,0.9636,0.2674,31.1,956,0.8025,0.5769,0.0101,0.0263,0.7507,0.3625,0.037,0.617,0.5921,0.46,0.9636,0.6883,0.4619,82.8
2803006,20166,0.1223,0.0714,13,4,0.1549,0.3681,1,0.2745,0.292,0.2068,0.913,0.1964,44.2,4134,0.435,0.4209,0.1313,0.1053,0.6692,0.4456,0.0185,0.7951,0.5038,0.7238,0.913,0.5055,0.6938,82.8
0609007,7548,0.1224,0.1034,6,4,0.1755,0.2903,1,0.2632,0.3122,0.1374,1.0,0.1766,46.3,1396,0.4356,0.6597,0.0606,0.1053,0.7892,0.3515,0.0185,0.7598,0.5427,0.4619,1.0,0.4546,0.731,82.79
0614006,22642,0.1467,0.0608,14,4,0.1222,0.6848,4,0.2491,0.3486,0.113,0.6759,0.3041,39.7,3836,0.5723,0.3418,0.1414,0.1053,0.4787,0.8291,0.0741,0.7157,0.6127,0.3698,0.6759,0.7828,0.6142,82.77
1432006,11932,0.1264,0.0911,13,0,0.1561,0.2057,2,0.2116,0.3895,0.1571,1.0,0.2347,54.9,2244,0.4581,0.5679,0.1313,0.0,0.6762,0.249,0.037,0.5986,0.6913,0.5362,1.0,0.6041,0.8832,82.76
3209002,17613,0.1633,0.1131,7,6,0.1627,0.5308,2,0.1378,0.2615,0.1415,1.0,0.2064,38.1,3594,0.6657,0.7321,0.0707,0.1579,0.7146,0.6426,0.037,0.368,0.4452,0.4774,1.0,0.5313,0.5858,82.73
1405002,16097,0.1427,0.105,10,4,0.1382,0.0864,5,0.2686,0.3172,0.13,0.9423,0.286,43.5,2893,0.5498,0.6716,0.101,0.1053,0.5719,0.1046,0.0926,0.7766,0.5523,0.434,0.9423,0.7362,0.6814,82.69
0603004,8170,0.1756,0.0931,4,0,0.1541,0.2037,1,0.2502,0.2811,0.1747,0.9135,0.2057,50.2,1804,0.7349,0.5828,0.0404,0.0,0.6645,0.2466,0.0185,0.7192,0.4829,0.6026,0.9135,0.5295,0.8,82.64
0410005,15289,0.1709,0.1165,15,7,0.1197,0.2323,2,0.1897,0.3136,0.2121,1.0,0.167,29.1,3396,0.7085,0.7575,0.1515,0.1842,0.4642,0.2812,0.037,0.5301,0.5454,0.7438,1.0,0.4299,0.4265,82.55
0225005,34268,0.1874,0.1104,23,5,0.1038,0.0841,11,0.2241,0.2275,0.1421,1.0,0.2352,41.7,6752,0.8014,0.7119,0.2323,0.1316,0.3716,0.1018,0.2037,0.6376,0.3798,0.4796,1.0,0.6054,0.6496,82.55
1418003,6842,0.1412,0.0942,7,0,0.1571,0.4091,1,0.2216,0.4029,0.1296,1.0,0.1934,44.1,1269,0.5414,0.591,0.0707,0.0,0.682,0.4953,0.0185,0.6298,0.7171,0.4325,1.0,0.4978,0.692,82.5
0622003,14883,0.1749,0.0777,7,6,0.137,0.1298,4,0.2779,0.3699,0.1325,0.9656,0.2929,28.0,2947,0.731,0.4679,0.0707,0.1579,0.5649,0.1571,0.0741,0.8057,0.6537,0.4434,0.9656,0.7539,0.4071,82.45
2408006,39419,0.1701,0.1258,22,10,0.1469,0.4311,12,0.1859,0.2038,0.0268,0.9603,0.192,38.3,6169,0.704,0.8269,0.2222,0.2632,0.6226,0.5219,0.2222,0.5183,0.3342,0.0445,0.9603,0.4942,0.5894,82.44
1432005,5168,0.1498,0.112,4,0,0.1269,0.162,2,0.2578,0.3792,0.1932,0.9717,0.2226,36.2,1058,0.5898,0.7239,0.0404,0.0,0.5061,0.1961,0.037,0.7429,0.6715,0.6725,0.9717,0.573,0.5522,82.39
1442004,16504,0.122,0.0923,15,4,0.0769,0.392,4,0.3165,0.3396,0.1531,1.0,0.1941,44.3,2581,0.4333,0.5769,0.1515,0.1053,0.2149,0.4746,0.0741,0.9263,0.5954,0.5211,1.0,0.4996,0.6956,82.39
1405006,10527,0.1262,0.0835,13,1,0.1541,0.4232,4,0.2586,0.398,0.1366,0.8838,0.1966,40.2,1887,0.4569,0.5112,0.1313,0.0263,0.6645,0.5123,0.0741,0.7454,0.7077,0.4589,0.8838,0.506,0.623,82.23
1401004,11088,0.1277,0.072,10,5,0.1213,0.4797,5,0.2706,0.3586,0.1148,0.7092,0.3313,42.4,1773,0.4654,0.4254,0.101,0.1316,0.4735,0.5808,0.0926,0.7829,0.6319,0.3766,0.7092,0.8528,0.6619,82.19
2006003,6997,0.1619,0.0844,5,0,0.1279,0.2879,2,0.2735,0.2855,0.1633,1.0,0.2685,41.8,1398,0.6579,0.5179,0.0505,0.0,0.5119,0.3485,0.037,0.7919,0.4913,0.5596,1.0,0.6911,0.6513,82.13
0604002,20158,0.1095,0.1028,15,6,0.1444,0.316,3,0.1766,0.2843,0.1594,0.8084,0.33,51.3,3539,0.363,0.6552,0.1515,0.1579,0.608,0.3826,0.0556,0.4892,0.489,0.5449,0.8084,0.8494,0.8195,82.13
1427005,12972,0.1579,0.0717,9,3,0.1338,0.0292,5,0.285,0.3416,0.1778,0.9313,0.2423,50.8,2668,0.6353,0.4231,0.0909,0.0789,0.5463,0.0354,0.0926,0.8279,0.5992,0.6143,0.9313,0.6237,0.8106,82.1
2010001,6996,0.1731,0.0601,5,2,0.1346,0.4245,2,0.2606,0.3418,0.1664,0.9475,0.2208,39.4,1468,0.7209,0.3366,0.0505,0.0526,0.551,0.5139,0.037,0.7516,0.5996,0.5713,0.9475,0.5683,0.6088,82.07
1423006,6347,0.1218,0.1206,2,1,0.088,0.359,1,0.2662,0.3225,0.1666,1.0,0.2243,52.3,1046,0.4322,0.7881,0.0202,0.0263,0.2796,0.4346,0.0185,0.7691,0.5625,0.5721,1.0,0.5773,0.8372,82.06
1431007,4528,0.1629,0.0963,1,0,0.1429,0.4813,2,0.2964,0.398,0.0659,1.0,0.1407,39.7,752,0.6635,0.6067,0.0101,0.0,0.5993,0.5827,0.037,0.8635,0.7077,0.1921,1.0,0.3622,0.6142,82.03
1419006,15786,0.1281,0.1057,8,4,0.1241,0.0335,5,0.2866,0.2914,0.1823,0.9874,0.2463,47.7,2960,0.4676,0.6769,0.0808,0.1053,0.4898,0.0406,0.0926,0.8329,0.5027,0.6313,0.9874,0.634,0.7558,81.98
0803003,15327,0.1639,0.1123,7,3,0.1321,0.3149,3,0.2389,0.3035,0.1279,0.7999,0.1943,48.9,2884,0.6691,0.7261,0.0707,0.0789,0.5364,0.3812,0.0556,0.6838,0.526,0.426,0.7999,0.5001,0.777,81.95
0611005,11340,0.1748,0.0973,6,3,0.1519,0.0,3,0.2201,0.3328,0.1394,0.9314,0.306,44.2,2334,0.7304,0.6142,0.0606,0.0789,0.6517,0.0,0.0556,0.6251,0.5823,0.4694,0.9314,0.7876,0.6938,81.89
2816002,10185,0.1623,0.1045,8,6,0.0971,0.4865,1,0.2312,0.2041,0.1668,0.9812,0.2176,42.1,1948,0.6601,0.6679,0.0808,0.1579,0.3326,0.589,0.0185,0.6598,0.3348,0.5728,0.9812,0.5601,0.6566,81.89
1421005,8113,0.1398,0.0812,7,1,0.1182,0.0122,1,0.3165,0.3813,0.1826,1.0,0.2687,44.3,1560,0.5335,0.494,0.0707,0.0263,0.4554,0.0148,0.0185,0.9263,0.6756,0.6325,1.0,0.6916,0.6956,81.87
2017002,13622,0.1516,0.0992,7,1,0.1588,0.0,3,0.2344,0.3326,0.1572,0.9802,0.2384,54.2,2757,0.5999,0.6284,0.0707,0.0263,0.6919,0.0,0.0556,0.6698,0.5819,0.5366,0.9802,0.6136,0.8708,81.85
1428005,7709,0.1344,0.1137,5,2,0.1258,0.16,4,0.2985,0.4075,0.1368,0.9406,0.1921,38.8,1338,0.5031,0.7366,0.0505,0.0526,0.4997,0.1937,0.0741,0.87,0.726,0.4596,0.9406,0.4945,0.5982,81.81
0201006,7849,0.198,0.1173,9,3,0.1462,0.1892,4,0.1907,0.3053,0.0966,1.0,0.2177,38.8,1571,0.861,0.7634,0.0909,0.0789,0.6185,0.2291,0.0741,0.5333,0.5294,0.3079,1.0,0.5604,0.5982,81.81
2806001,3144,0.1478,0.0987,3,1,0.1459,0.2021,0,0.2683,0.2889,0.1565,0.9377,0.2238,52.0,616,0.5785,0.6246,0.0303,0.0263,0.6168,0.2447,0.0,0.7757,0.4979,0.534,0.9377,0.5761,0.8319,81.78
1209003,13488,0.1597,0.1098,9,4,0.1671,0.3727,5,0.2041,0.3193,0.0985,1.0,0.1985,32.8,2517,0.6455,0.7075,0.0909,0.1053,0.7402,0.4512,0.0926,0.5751,0.5563,0.3151,1.0,0.5109,0.492,81.76
2206003,22772,0.1298,0.1238,15,7,0.1835,0.4115,10,0.1789,0.1967,0.114,0.9695,0.1948,36.2,4148,0.4772,0.8119,0.1515,0.1842,0.8358,0.4982,0.1852,0.4964,0.3206,0.3736,0.9695,0.5014,0.5522,81.69
0612002,28361,0.0966,0.0777,22,4,0.122,0.3001,6,0.2278,0.3666,0.1699,1.0,0.2386,52.2,4671,0.2904,0.4679,0.2222,0.1053,0.4776,0.3633,0.1111,0.6492,0.6473,0.5845,1.0,0.6142,0.8354,81.64
0601003,5106,0.1562,0.1061,8,3,0.1635,0.2662,0,0.2495,0.2871,0.1773,0.7785,0.2066,33.1,1103,0.6258,0.6799,0.0808,0.0789,0.7193,0.3223,0.0,0.717,0.4944,0.6125,0.7785,0.5318,0.4973,81.54
1440002,15082,0.0991,0.0899,8,3,0.1538,0.1802,1,0.3202,0.3396,0.1817,0.8862,0.2246,42.2,2741,0.3044,0.559,0.0808,0.0789,0.6628,0.2182,0.0185,0.9378,0.5954,0.6291,0.8862,0.5781,0.6584,81.51
0616002,10709,0.1508,0.1051,10,3,0.1394,0.1068,2,0.2203,0.3862,0.1428,1.0,0.2896,32.5,2035,0.5954,0.6724,0.101,0.0789,0.5789,0.1293,0.037,0.6257,0.685,0.4823,1.0,0.7454,0.4867,81.51
1433006,26461,0.1764,0.1059,14,1,0.1038,0.2563,9,0.1995,0.2727,0.0958,1.0,0.3037,47.9,4557,0.7394,0.6784,0.1414,0.0263,0.3716,0.3103,0.1667,0.5608,0.4667,0.3049,1.0,0.7817,0.7593,81.39
1424003,15164,0.149,0.0652,10,5,0.1645,0.2161,4,0.2353,0.2674,0.1422,1.0,0.2705,49.5,2993,0.5853,0.3746,0.101,0.1316,0.7251,0.2616,0.0741,0.6726,0.4565,0.48,1.0,0.6963,0.7876,81.39
0617006,16905,0.1649,0.0779,13,2,0.1237,0.1955,3,0.2037,0.4089,0.1963,1.0,0.1592,49.3,3607,0.6747,0.4694,0.1313,0.0526,0.4875,0.2367,0.0556,0.5739,0.7287,0.6842,1.0,0.4098,0.7841,81.39
2821001,5182,0.1652,0.0704,0,1,0.1408,0.3484,0,0.193,0.4459,0.1716,0.9638,0.2005,50.3,1082,0.6764,0.4134,0.0,0.0263,0.5871,0.4218,0.0,0.5405,0.7998,0.5909,0.9638,0.5161,0.8018,81.37
0617003,4273,0.1638,0.0936,5,1,0.1337,0.3518,2,0.2085,0.3437,0.0969,1.0,0.2911,43.9,756,0.6685,0.5866,0.0505,0.0263,0.5457,0.4259,0.037,0.5889,0.6033,0.3091,1.0,0.7493,0.6885,81.23
2014001,6319,0.1416,0.0737,2,1,0.141,0.273,2,0.3223,0.3529,0.1581,1.0,0.2127,37.4,1206,0.5436,0.4381,0.0202,0.0263,0.5882,0.3305,0.037,0.9444,0.621,0.54,1.0,0.5475,0.5735,81.19
1204002,7260,0.1744,0.0879,7,1,0.1593,0.4337,2,0.2136,0.292,0.182,0.9193,0.1561,35.7,1637,0.7282,0.544,0.0707,0.0263,0.6948,0.5251,0.037,0.6048,0.5038,0.6302,0.9193,0.4018,0.5434,81.18
0612003,7577,0.111,0.0735,6,1,0.1302,0.3564,3,0.2428,0.425,0.1503,0.865,0.2738,54.0,1270,0.3714,0.4366,0.0606,0.0263,0.5253,0.4315,0.0556,0.696,0.7596,0.5106,0.865,0.7048,0.8673,81.05
2418004,8616,0.138,0.1155,6,1,0.1832,0.2678,3,0.2017,0.2843,0.1728,0.8698,0.2174,38.1,1808,0.5234,0.75,0.0606,0.0263,0.834,0.3242,0.0556,0.5676,0.489,0.5955,0.8698,0.5596,0.5858,81.05
